"Identifier","BUnit","BUnitShortName","BUnitFullName","Cpty","CptyShortName","CptyFullName","SettleRef","SettleDate","ValueDate","CashFlowDate","SettledBy","InstructedBy","Curr","Amount","SettlementMethod","SettleMethodDescription","OurBank","OurBankRec"
"1","1800","Avicola Villalobos","Avicola Villalobos","CITIBANK G","CITIBANK GT","CITIBANK GT","100563","6/15/2023 12:00:00 AM","6/15/2023 12:00:00 AM","6/15/2023 12:00:00 AM","","Rodrigo.Castaneda","USD","2000000.00000","BOFAWIRE","BOFAWIRE","CITI10003",""
"1","EXGMEW","IERL","INVESTMENT ENERGY RESOURCE LIMITED","BOND 144A","BOND 144A","BOND 144A","100564","4/26/2023 12:00:00 AM","4/26/2023 12:00:00 AM","4/26/2023 12:00:00 AM","Rodrigo.Castaneda","Rodrigo.Castaneda","UF","200000000.00000","MANUAL","Manual Settlement Method","BCHL4567",""
"1","EXGMEW","IERL","INVESTMENT ENERGY RESOURCE LIMITED","BBVA","BBVA","BBVA","100565","4/26/2023 12:00:00 AM","4/26/2023 12:00:00 AM","4/26/2023 12:00:00 AM","","Rodrigo.Castaneda","UF","-309882483.00000","MANUAL","Manual Settlement Method","BCHL4567",""
"1","EXGMEW","IERL","INVESTMENT ENERGY RESOURCE LIMITED","BBVA","BBVA","BBVA","100566","5/26/2023 12:00:00 AM","5/26/2023 12:00:00 AM","5/26/2023 12:00:00 AM","","Rodrigo.Castaneda","CLP","-141625039.17690","MANUAL","Manual Settlement Method","CITI2530",""
"1","EXGMEW","IERL","INVESTMENT ENERGY RESOURCE LIMITED","CITIBANK G","CITIBANK GT","CITIBANK GT","100567","6/28/2023 12:00:00 AM","6/28/2023 12:00:00 AM","6/28/2023 12:00:00 AM","","Rodrigo.Castaneda","USD","-140975005.89000","BOOKTB","Book to Book","EXGDUMUSD",""
"1","EXGMEW","IERL","INVESTMENT ENERGY RESOURCE LIMITED","CITIBANK G","CITIBANK GT","CITIBANK GT","100567","6/28/2023 12:00:00 AM","6/28/2023 12:00:00 AM","6/28/2023 12:00:00 AM","","Rodrigo.Castaneda","USD","-140975005.89000","BOOKTB","Book to Book","EXGDUMUSD",""
"1","EXGMEW","IERL","INVESTMENT ENERGY RESOURCE LIMITED","CITIBANK G","CITIBANK GT","CITIBANK GT","100567","6/28/2023 12:00:00 AM","6/28/2023 12:00:00 AM","6/28/2023 12:00:00 AM","","Rodrigo.Castaneda","USD","-140975005.89000","BOOKTB","Book to Book","EXGDUMUSD",""
"1","EXGMEW","IERL","INVESTMENT ENERGY RESOURCE LIMITED","CITIBANK G","CITIBANK GT","CITIBANK GT","100567","6/28/2023 12:00:00 AM","6/28/2023 12:00:00 AM","6/28/2023 12:00:00 AM","","Rodrigo.Castaneda","USD","-140975005.89000","BOOKTB","Book to Book","EXGDUMUSD",""
"1","EXGMEW","IERL","INVESTMENT ENERGY RESOURCE LIMITED","CITIBANK G","CITIBANK GT","CITIBANK GT","100567","6/28/2023 12:00:00 AM","6/28/2023 12:00:00 AM","6/28/2023 12:00:00 AM","","Rodrigo.Castaneda","USD","-140975005.89000","BOOKTB","Book to Book","EXGDUMUSD",""
"1","EXGMEW","IERL","INVESTMENT ENERGY RESOURCE LIMITED","CITIBANK G","CITIBANK GT","CITIBANK GT","100567","6/28/2023 12:00:00 AM","6/28/2023 12:00:00 AM","6/28/2023 12:00:00 AM","","Rodrigo.Castaneda","USD","-140975005.89000","BOOKTB","Book to Book","EXGDUMUSD",""
"1","4410","Inmobiliaria Vistare","Inmobiliaria Vistares","COFINSA","Financiera Consolida","Financiera Consolidada, S.A.","100568","12/20/2022 12:00:00 AM","12/20/2022 12:00:00 AM","12/20/2022 12:00:00 AM","","Rodrigo.Castaneda","CLF","-159908.40000","MANUAL","Manual Settlement Method","BANC6789",""
"1","4410","Inmobiliaria Vistare","Inmobiliaria Vistares","COFINSA","Financiera Consolida","Financiera Consolidada, S.A.","100568","12/20/2022 12:00:00 AM","12/20/2022 12:00:00 AM","12/20/2022 12:00:00 AM","","Rodrigo.Castaneda","CLF","-159908.40000","MANUAL","Manual Settlement Method","BANC6789",""
"1","4410","Inmobiliaria Vistare","Inmobiliaria Vistares","COFINSA","Financiera Consolida","Financiera Consolidada, S.A.","100568","12/20/2022 12:00:00 AM","12/20/2022 12:00:00 AM","12/20/2022 12:00:00 AM","","Rodrigo.Castaneda","CLF","-159908.40000","MANUAL","Manual Settlement Method","BANC6789",""
"1","4410","Inmobiliaria Vistare","Inmobiliaria Vistares","COFINSA","Financiera Consolida","Financiera Consolidada, S.A.","100569","9/15/2025 12:00:00 AM","9/15/2025 12:00:00 AM","9/15/2025 12:00:00 AM","","Rodrigo.Castaneda","CLF","174146.80000","MANUAL","Manual Settlement Method","",""
"1","4410","Inmobiliaria Vistare","Inmobiliaria Vistares","COFINSA","Financiera Consolida","Financiera Consolidada, S.A.","100569","9/15/2025 12:00:00 AM","9/15/2025 12:00:00 AM","9/15/2025 12:00:00 AM","","Rodrigo.Castaneda","CLF","174146.80000","MANUAL","Manual Settlement Method","",""
"1","4410","Inmobiliaria Vistare","Inmobiliaria Vistares","COFINSA","Financiera Consolida","Financiera Consolidada, S.A.","100569","9/15/2025 12:00:00 AM","9/15/2025 12:00:00 AM","9/15/2025 12:00:00 AM","","Rodrigo.Castaneda","CLF","174146.80000","MANUAL","Manual Settlement Method","",""
"1","EXGMEW","IERL","INVESTMENT ENERGY RESOURCE LIMITED","BOND 144A","BOND 144A","BOND 144A","100570","4/26/2023 12:00:00 AM","4/26/2023 12:00:00 AM","4/26/2023 12:00:00 AM","","Rodrigo.Castaneda","CLF","200000000.00000","","","BCHL4567",""
"1","EXGMEW","IERL","INVESTMENT ENERGY RESOURCE LIMITED","BBVA","BBVA","BBVA","100571","4/26/2023 12:00:00 AM","4/26/2023 12:00:00 AM","4/26/2023 12:00:00 AM","","Rodrigo.Castaneda","CLF","-309882483.00000","BOOKTB","Book to Book","BCHL4567",""
"1","4410","Inmobiliaria Vistare","Inmobiliaria Vistares","BANCO IND","Banco Industrial","Banco Industrial","100572","1/24/2024 12:00:00 AM","1/24/2024 12:00:00 AM","1/24/2024 12:00:00 AM","","Rodrigo.Castaneda","CLF","38000000.00000","BOOKTB","Book to Book","BANC6789",""
"1","4410","Inmobiliaria Vistare","Inmobiliaria Vistares","BANCO IND","Banco Industrial","Banco Industrial","100572","1/24/2024 12:00:00 AM","1/24/2024 12:00:00 AM","1/24/2024 12:00:00 AM","","Rodrigo.Castaneda","CLF","38000000.00000","BOOKTB","Book to Book","BANC6789",""
"1","1800","Avicola Villalobos","Avicola Villalobos","CITIBANK G","CITIBANK GT","CITIBANK GT","100573","6/15/2023 12:00:00 AM","6/15/2023 12:00:00 AM","6/15/2023 12:00:00 AM","","Rodrigo.Castaneda","CLF","-26903.40000","BOOKTB","Book to Book","BANC1234",""
"1","1800","Avicola Villalobos","Avicola Villalobos","CITIBANK G","CITIBANK GT","CITIBANK GT","100573","6/15/2023 12:00:00 AM","6/15/2023 12:00:00 AM","6/15/2023 12:00:00 AM","","Rodrigo.Castaneda","CLF","-26903.40000","BOOKTB","Book to Book","BANC1234",""
"1","1800","Avicola Villalobos","Avicola Villalobos","CITIBANK G","CITIBANK GT","CITIBANK GT","100573","6/15/2023 12:00:00 AM","6/15/2023 12:00:00 AM","6/15/2023 12:00:00 AM","","Rodrigo.Castaneda","CLF","-26903.40000","BOOKTB","Book to Book","BANC1234",""
"1","1800","Avicola Villalobos","Avicola Villalobos","CITIBANK G","CITIBANK GT","CITIBANK GT","100573","6/15/2023 12:00:00 AM","6/15/2023 12:00:00 AM","6/15/2023 12:00:00 AM","","Rodrigo.Castaneda","CLF","-26903.40000","BOOKTB","Book to Book","BANC1234",""
"1","1800","Avicola Villalobos","Avicola Villalobos","CITIBANK G","CITIBANK GT","CITIBANK GT","100573","6/15/2023 12:00:00 AM","6/15/2023 12:00:00 AM","6/15/2023 12:00:00 AM","","Rodrigo.Castaneda","CLF","-26903.40000","BOOKTB","Book to Book","BANC1234",""
"1","1800","Avicola Villalobos","Avicola Villalobos","CITIBANK G","CITIBANK GT","CITIBANK GT","100573","6/15/2023 12:00:00 AM","6/15/2023 12:00:00 AM","6/15/2023 12:00:00 AM","","Rodrigo.Castaneda","CLF","-26903.40000","BOOKTB","Book to Book","BANC1234",""
"1","1800","Avicola Villalobos","Avicola Villalobos","CITIBANK G","CITIBANK GT","CITIBANK GT","100573","6/15/2023 12:00:00 AM","6/15/2023 12:00:00 AM","6/15/2023 12:00:00 AM","","Rodrigo.Castaneda","CLF","-26903.40000","BOOKTB","Book to Book","BANC1234",""
"1","1800","Avicola Villalobos","Avicola Villalobos","CITIBANK G","CITIBANK GT","CITIBANK GT","100573","6/15/2023 12:00:00 AM","6/15/2023 12:00:00 AM","6/15/2023 12:00:00 AM","","Rodrigo.Castaneda","CLF","-26903.40000","BOOKTB","Book to Book","BANC1234",""
"1","1800","Avicola Villalobos","Avicola Villalobos","CITIBANK G","CITIBANK GT","CITIBANK GT","100573","6/15/2023 12:00:00 AM","6/15/2023 12:00:00 AM","6/15/2023 12:00:00 AM","","Rodrigo.Castaneda","CLF","-26903.40000","BOOKTB","Book to Book","BANC1234",""
"1","1800","Avicola Villalobos","Avicola Villalobos","CITIBANK G","CITIBANK GT","CITIBANK GT","100573","6/15/2023 12:00:00 AM","6/15/2023 12:00:00 AM","6/15/2023 12:00:00 AM","","Rodrigo.Castaneda","CLF","-26903.40000","BOOKTB","Book to Book","BANC1234",""
"1","1800","Avicola Villalobos","Avicola Villalobos","CITIBANK G","CITIBANK GT","CITIBANK GT","100573","6/15/2023 12:00:00 AM","6/15/2023 12:00:00 AM","6/15/2023 12:00:00 AM","","Rodrigo.Castaneda","CLF","-26903.40000","BOOKTB","Book to Book","BANC1234",""
"1","1800","Avicola Villalobos","Avicola Villalobos","CITIBANK G","CITIBANK GT","CITIBANK GT","100573","6/15/2023 12:00:00 AM","6/15/2023 12:00:00 AM","6/15/2023 12:00:00 AM","","Rodrigo.Castaneda","CLF","-26903.40000","BOOKTB","Book to Book","BANC1234",""
"1","1800","Avicola Villalobos","Avicola Villalobos","CITIBANK G","CITIBANK GT","CITIBANK GT","100573","6/15/2023 12:00:00 AM","6/15/2023 12:00:00 AM","6/15/2023 12:00:00 AM","","Rodrigo.Castaneda","USD","1000000.00000","BOOKTB","Book to Book","CITI10003",""
"1","1800","Avicola Villalobos","Avicola Villalobos","CITIBANK G","CITIBANK GT","CITIBANK GT","100573","6/15/2023 12:00:00 AM","6/15/2023 12:00:00 AM","6/15/2023 12:00:00 AM","","Rodrigo.Castaneda","USD","1000000.00000","BOOKTB","Book to Book","CITI10003",""
"1","1800","Avicola Villalobos","Avicola Villalobos","CITIBANK G","CITIBANK GT","CITIBANK GT","100573","6/15/2023 12:00:00 AM","6/15/2023 12:00:00 AM","6/15/2023 12:00:00 AM","","Rodrigo.Castaneda","USD","1000000.00000","BOOKTB","Book to Book","CITI10003",""
"1","1800","Avicola Villalobos","Avicola Villalobos","CITIBANK G","CITIBANK GT","CITIBANK GT","100573","6/15/2023 12:00:00 AM","6/15/2023 12:00:00 AM","6/15/2023 12:00:00 AM","","Rodrigo.Castaneda","USD","1000000.00000","BOOKTB","Book to Book","CITI10003",""
"1","1800","Avicola Villalobos","Avicola Villalobos","CITIBANK G","CITIBANK GT","CITIBANK GT","100573","6/15/2023 12:00:00 AM","6/15/2023 12:00:00 AM","6/15/2023 12:00:00 AM","","Rodrigo.Castaneda","USD","1000000.00000","BOOKTB","Book to Book","CITI10003",""
"1","1800","Avicola Villalobos","Avicola Villalobos","CITIBANK G","CITIBANK GT","CITIBANK GT","100573","6/15/2023 12:00:00 AM","6/15/2023 12:00:00 AM","6/15/2023 12:00:00 AM","","Rodrigo.Castaneda","USD","1000000.00000","BOOKTB","Book to Book","CITI10003",""
"1","1800","Avicola Villalobos","Avicola Villalobos","CITIBANK G","CITIBANK GT","CITIBANK GT","100573","6/15/2023 12:00:00 AM","6/15/2023 12:00:00 AM","6/15/2023 12:00:00 AM","","Rodrigo.Castaneda","USD","1000000.00000","BOOKTB","Book to Book","CITI10003",""
"1","1800","Avicola Villalobos","Avicola Villalobos","CITIBANK G","CITIBANK GT","CITIBANK GT","100573","6/15/2023 12:00:00 AM","6/15/2023 12:00:00 AM","6/15/2023 12:00:00 AM","","Rodrigo.Castaneda","USD","1000000.00000","BOOKTB","Book to Book","CITI10003",""
"1","1800","Avicola Villalobos","Avicola Villalobos","CITIBANK G","CITIBANK GT","CITIBANK GT","100573","6/15/2023 12:00:00 AM","6/15/2023 12:00:00 AM","6/15/2023 12:00:00 AM","","Rodrigo.Castaneda","USD","1000000.00000","BOOKTB","Book to Book","CITI10003",""
"1","1800","Avicola Villalobos","Avicola Villalobos","CITIBANK G","CITIBANK GT","CITIBANK GT","100573","6/15/2023 12:00:00 AM","6/15/2023 12:00:00 AM","6/15/2023 12:00:00 AM","","Rodrigo.Castaneda","USD","1000000.00000","BOOKTB","Book to Book","CITI10003",""
"1","1800","Avicola Villalobos","Avicola Villalobos","CITIBANK G","CITIBANK GT","CITIBANK GT","100573","6/15/2023 12:00:00 AM","6/15/2023 12:00:00 AM","6/15/2023 12:00:00 AM","","Rodrigo.Castaneda","USD","1000000.00000","BOOKTB","Book to Book","CITI10003",""
"1","1800","Avicola Villalobos","Avicola Villalobos","CITIBANK G","CITIBANK GT","CITIBANK GT","100573","6/15/2023 12:00:00 AM","6/15/2023 12:00:00 AM","6/15/2023 12:00:00 AM","","Rodrigo.Castaneda","USD","1000000.00000","BOOKTB","Book to Book","CITI10003",""
"1","4410","Inmobiliaria Vistare","Inmobiliaria Vistares","CITIBANK G","CITIBANK GT","CITIBANK GT","100574","6/15/2023 12:00:00 AM","6/15/2023 12:00:00 AM","6/15/2023 12:00:00 AM","","Rodrigo.Castaneda","CLF","-679.30000","MANUAL","Manual Settlement Method","BANC6789",""
"1","4410","Inmobiliaria Vistare","Inmobiliaria Vistares","CITIBANK G","CITIBANK GT","CITIBANK GT","100574","6/15/2023 12:00:00 AM","6/15/2023 12:00:00 AM","6/15/2023 12:00:00 AM","","Rodrigo.Castaneda","CLF","-679.30000","MANUAL","Manual Settlement Method","BANC6789",""
"1","4410","Inmobiliaria Vistare","Inmobiliaria Vistares","CITIBANK G","CITIBANK GT","CITIBANK GT","100574","6/15/2023 12:00:00 AM","6/15/2023 12:00:00 AM","6/15/2023 12:00:00 AM","","Rodrigo.Castaneda","CLF","-679.30000","MANUAL","Manual Settlement Method","BANC6789",""
"1","4410","Inmobiliaria Vistare","Inmobiliaria Vistares","CITIBANK G","CITIBANK GT","CITIBANK GT","100574","6/15/2023 12:00:00 AM","6/15/2023 12:00:00 AM","6/15/2023 12:00:00 AM","","Rodrigo.Castaneda","CLF","-679.30000","MANUAL","Manual Settlement Method","BANC6789",""
"1","4410","Inmobiliaria Vistare","Inmobiliaria Vistares","CITIBANK G","CITIBANK GT","CITIBANK GT","100574","6/15/2023 12:00:00 AM","6/15/2023 12:00:00 AM","6/15/2023 12:00:00 AM","","Rodrigo.Castaneda","CLF","-679.30000","MANUAL","Manual Settlement Method","BANC6789",""
"1","4410","Inmobiliaria Vistare","Inmobiliaria Vistares","CITIBANK G","CITIBANK GT","CITIBANK GT","100574","6/15/2023 12:00:00 AM","6/15/2023 12:00:00 AM","6/15/2023 12:00:00 AM","","Rodrigo.Castaneda","CLF","-679.30000","MANUAL","Manual Settlement Method","BANC6789",""
"1","4410","Inmobiliaria Vistare","Inmobiliaria Vistares","CITIBANK G","CITIBANK GT","CITIBANK GT","100574","6/15/2023 12:00:00 AM","6/15/2023 12:00:00 AM","6/15/2023 12:00:00 AM","","Rodrigo.Castaneda","CLF","-679.30000","MANUAL","Manual Settlement Method","BANC6789",""
"1","4410","Inmobiliaria Vistare","Inmobiliaria Vistares","CITIBANK G","CITIBANK GT","CITIBANK GT","100574","6/15/2023 12:00:00 AM","6/15/2023 12:00:00 AM","6/15/2023 12:00:00 AM","","Rodrigo.Castaneda","CLF","-679.30000","MANUAL","Manual Settlement Method","BANC6789",""
"1","4410","Inmobiliaria Vistare","Inmobiliaria Vistares","CITIBANK G","CITIBANK GT","CITIBANK GT","100574","6/15/2023 12:00:00 AM","6/15/2023 12:00:00 AM","6/15/2023 12:00:00 AM","","Rodrigo.Castaneda","CLF","-679.30000","MANUAL","Manual Settlement Method","BANC6789",""
"1","4410","Inmobiliaria Vistare","Inmobiliaria Vistares","CITIBANK G","CITIBANK GT","CITIBANK GT","100574","6/15/2023 12:00:00 AM","6/15/2023 12:00:00 AM","6/15/2023 12:00:00 AM","","Rodrigo.Castaneda","CLF","-679.30000","MANUAL","Manual Settlement Method","BANC6789",""
"1","4410","Inmobiliaria Vistare","Inmobiliaria Vistares","CITIBANK G","CITIBANK GT","CITIBANK GT","100574","6/15/2023 12:00:00 AM","6/15/2023 12:00:00 AM","6/15/2023 12:00:00 AM","","Rodrigo.Castaneda","CLF","-679.30000","MANUAL","Manual Settlement Method","BANC6789",""
"1","4410","Inmobiliaria Vistare","Inmobiliaria Vistares","CITIBANK G","CITIBANK GT","CITIBANK GT","100574","6/15/2023 12:00:00 AM","6/15/2023 12:00:00 AM","6/15/2023 12:00:00 AM","","Rodrigo.Castaneda","CLF","-679.30000","MANUAL","Manual Settlement Method","BANC6789",""
"1","4410","Inmobiliaria Vistare","Inmobiliaria Vistares","CITIBANK G","CITIBANK GT","CITIBANK GT","100574","6/15/2023 12:00:00 AM","6/15/2023 12:00:00 AM","6/15/2023 12:00:00 AM","","Rodrigo.Castaneda","CLP","25000000.00000","BOOKTB","Book to Book","CITI5060",""
"1","4410","Inmobiliaria Vistare","Inmobiliaria Vistares","CITIBANK G","CITIBANK GT","CITIBANK GT","100574","6/15/2023 12:00:00 AM","6/15/2023 12:00:00 AM","6/15/2023 12:00:00 AM","","Rodrigo.Castaneda","CLP","25000000.00000","BOOKTB","Book to Book","CITI5060",""
"1","4410","Inmobiliaria Vistare","Inmobiliaria Vistares","CITIBANK G","CITIBANK GT","CITIBANK GT","100574","6/15/2023 12:00:00 AM","6/15/2023 12:00:00 AM","6/15/2023 12:00:00 AM","","Rodrigo.Castaneda","CLP","25000000.00000","BOOKTB","Book to Book","CITI5060",""
"1","4410","Inmobiliaria Vistare","Inmobiliaria Vistares","CITIBANK G","CITIBANK GT","CITIBANK GT","100574","6/15/2023 12:00:00 AM","6/15/2023 12:00:00 AM","6/15/2023 12:00:00 AM","","Rodrigo.Castaneda","CLP","25000000.00000","BOOKTB","Book to Book","CITI5060",""
"1","4410","Inmobiliaria Vistare","Inmobiliaria Vistares","CITIBANK G","CITIBANK GT","CITIBANK GT","100574","6/15/2023 12:00:00 AM","6/15/2023 12:00:00 AM","6/15/2023 12:00:00 AM","","Rodrigo.Castaneda","CLP","25000000.00000","BOOKTB","Book to Book","CITI5060",""
"1","4410","Inmobiliaria Vistare","Inmobiliaria Vistares","CITIBANK G","CITIBANK GT","CITIBANK GT","100574","6/15/2023 12:00:00 AM","6/15/2023 12:00:00 AM","6/15/2023 12:00:00 AM","","Rodrigo.Castaneda","CLP","25000000.00000","BOOKTB","Book to Book","CITI5060",""
"1","4410","Inmobiliaria Vistare","Inmobiliaria Vistares","CITIBANK G","CITIBANK GT","CITIBANK GT","100574","6/15/2023 12:00:00 AM","6/15/2023 12:00:00 AM","6/15/2023 12:00:00 AM","","Rodrigo.Castaneda","CLP","25000000.00000","BOOKTB","Book to Book","CITI5060",""
"1","4410","Inmobiliaria Vistare","Inmobiliaria Vistares","CITIBANK G","CITIBANK GT","CITIBANK GT","100574","6/15/2023 12:00:00 AM","6/15/2023 12:00:00 AM","6/15/2023 12:00:00 AM","","Rodrigo.Castaneda","CLP","25000000.00000","BOOKTB","Book to Book","CITI5060",""
"1","4410","Inmobiliaria Vistare","Inmobiliaria Vistares","CITIBANK G","CITIBANK GT","CITIBANK GT","100574","6/15/2023 12:00:00 AM","6/15/2023 12:00:00 AM","6/15/2023 12:00:00 AM","","Rodrigo.Castaneda","CLP","25000000.00000","BOOKTB","Book to Book","CITI5060",""
"1","4410","Inmobiliaria Vistare","Inmobiliaria Vistares","CITIBANK G","CITIBANK GT","CITIBANK GT","100574","6/15/2023 12:00:00 AM","6/15/2023 12:00:00 AM","6/15/2023 12:00:00 AM","","Rodrigo.Castaneda","CLP","25000000.00000","BOOKTB","Book to Book","CITI5060",""
"1","4410","Inmobiliaria Vistare","Inmobiliaria Vistares","CITIBANK G","CITIBANK GT","CITIBANK GT","100574","6/15/2023 12:00:00 AM","6/15/2023 12:00:00 AM","6/15/2023 12:00:00 AM","","Rodrigo.Castaneda","CLP","25000000.00000","BOOKTB","Book to Book","CITI5060",""
"1","4410","Inmobiliaria Vistare","Inmobiliaria Vistares","CITIBANK G","CITIBANK GT","CITIBANK GT","100574","6/15/2023 12:00:00 AM","6/15/2023 12:00:00 AM","6/15/2023 12:00:00 AM","","Rodrigo.Castaneda","CLP","25000000.00000","BOOKTB","Book to Book","CITI5060",""
"1","4410","Inmobiliaria Vistare","Inmobiliaria Vistares","CITIBANK G","CITIBANK GT","CITIBANK GT","100575","6/27/2018 12:00:00 AM","6/27/2018 12:00:00 AM","6/27/2018 12:00:00 AM","","Rodrigo.Castaneda","CLF","-232094.00000","BOOKTB","Book to Book","BANC6789",""
"1","4410","Inmobiliaria Vistare","Inmobiliaria Vistares","CITIBANK G","CITIBANK GT","CITIBANK GT","100575","6/27/2018 12:00:00 AM","6/27/2018 12:00:00 AM","6/27/2018 12:00:00 AM","","Rodrigo.Castaneda","CLF","-232094.00000","BOOKTB","Book to Book","BANC6789",""
"1","4410","Inmobiliaria Vistare","Inmobiliaria Vistares","CITIBANK G","CITIBANK GT","CITIBANK GT","100575","6/27/2018 12:00:00 AM","6/27/2018 12:00:00 AM","6/27/2018 12:00:00 AM","","Rodrigo.Castaneda","CLF","-232094.00000","BOOKTB","Book to Book","BANC6789",""
"1","4410","Inmobiliaria Vistare","Inmobiliaria Vistares","CITIBANK G","CITIBANK GT","CITIBANK GT","100575","6/27/2018 12:00:00 AM","6/27/2018 12:00:00 AM","6/27/2018 12:00:00 AM","","Rodrigo.Castaneda","CLF","-232094.00000","BOOKTB","Book to Book","BANC6789",""
"1","4410","Inmobiliaria Vistare","Inmobiliaria Vistares","CITIBANK G","CITIBANK GT","CITIBANK GT","100575","6/27/2018 12:00:00 AM","6/27/2018 12:00:00 AM","6/27/2018 12:00:00 AM","","Rodrigo.Castaneda","CLF","-232094.00000","BOOKTB","Book to Book","BANC6789",""
"1","4410","Inmobiliaria Vistare","Inmobiliaria Vistares","CITIBANK G","CITIBANK GT","CITIBANK GT","100575","6/27/2018 12:00:00 AM","6/27/2018 12:00:00 AM","6/27/2018 12:00:00 AM","","Rodrigo.Castaneda","CLF","-232094.00000","BOOKTB","Book to Book","BANC6789",""
"1","4410","Inmobiliaria Vistare","Inmobiliaria Vistares","CITIBANK G","CITIBANK GT","CITIBANK GT","100575","6/27/2018 12:00:00 AM","6/27/2018 12:00:00 AM","6/27/2018 12:00:00 AM","","Rodrigo.Castaneda","CLF","-232094.00000","BOOKTB","Book to Book","BANC6789",""
"1","4410","Inmobiliaria Vistare","Inmobiliaria Vistares","CITIBANK G","CITIBANK GT","CITIBANK GT","100575","6/27/2018 12:00:00 AM","6/27/2018 12:00:00 AM","6/27/2018 12:00:00 AM","","Rodrigo.Castaneda","CLF","-232094.00000","BOOKTB","Book to Book","BANC6789",""
"1","4410","Inmobiliaria Vistare","Inmobiliaria Vistares","CITIBANK G","CITIBANK GT","CITIBANK GT","100575","6/27/2018 12:00:00 AM","6/27/2018 12:00:00 AM","6/27/2018 12:00:00 AM","","Rodrigo.Castaneda","CLF","-232094.00000","BOOKTB","Book to Book","BANC6789",""
"1","4410","Inmobiliaria Vistare","Inmobiliaria Vistares","CITIBANK G","CITIBANK GT","CITIBANK GT","100575","6/27/2018 12:00:00 AM","6/27/2018 12:00:00 AM","6/27/2018 12:00:00 AM","","Rodrigo.Castaneda","CLF","-232094.00000","BOOKTB","Book to Book","BANC6789",""
"1","4410","Inmobiliaria Vistare","Inmobiliaria Vistares","CITIBANK G","CITIBANK GT","CITIBANK GT","100575","6/27/2018 12:00:00 AM","6/27/2018 12:00:00 AM","6/27/2018 12:00:00 AM","","Rodrigo.Castaneda","CLF","-232094.00000","BOOKTB","Book to Book","BANC6789",""
"1","4410","Inmobiliaria Vistare","Inmobiliaria Vistares","CITIBANK G","CITIBANK GT","CITIBANK GT","100575","6/27/2018 12:00:00 AM","6/27/2018 12:00:00 AM","6/27/2018 12:00:00 AM","","Rodrigo.Castaneda","CLF","-232094.00000","BOOKTB","Book to Book","BANC6789",""
"1","4410","Inmobiliaria Vistare","Inmobiliaria Vistares","CITIBANK G","CITIBANK GT","CITIBANK GT","100575","6/27/2018 12:00:00 AM","6/27/2018 12:00:00 AM","6/27/2018 12:00:00 AM","","Rodrigo.Castaneda","USD","10000000.00000","BOOKTB","Book to Book","CITI4005",""
"1","4410","Inmobiliaria Vistare","Inmobiliaria Vistares","CITIBANK G","CITIBANK GT","CITIBANK GT","100575","6/27/2018 12:00:00 AM","6/27/2018 12:00:00 AM","6/27/2018 12:00:00 AM","","Rodrigo.Castaneda","USD","10000000.00000","BOOKTB","Book to Book","CITI4005",""
"1","4410","Inmobiliaria Vistare","Inmobiliaria Vistares","CITIBANK G","CITIBANK GT","CITIBANK GT","100575","6/27/2018 12:00:00 AM","6/27/2018 12:00:00 AM","6/27/2018 12:00:00 AM","","Rodrigo.Castaneda","USD","10000000.00000","BOOKTB","Book to Book","CITI4005",""
"1","4410","Inmobiliaria Vistare","Inmobiliaria Vistares","CITIBANK G","CITIBANK GT","CITIBANK GT","100575","6/27/2018 12:00:00 AM","6/27/2018 12:00:00 AM","6/27/2018 12:00:00 AM","","Rodrigo.Castaneda","USD","10000000.00000","BOOKTB","Book to Book","CITI4005",""
"1","4410","Inmobiliaria Vistare","Inmobiliaria Vistares","CITIBANK G","CITIBANK GT","CITIBANK GT","100575","6/27/2018 12:00:00 AM","6/27/2018 12:00:00 AM","6/27/2018 12:00:00 AM","","Rodrigo.Castaneda","USD","10000000.00000","BOOKTB","Book to Book","CITI4005",""
"1","4410","Inmobiliaria Vistare","Inmobiliaria Vistares","CITIBANK G","CITIBANK GT","CITIBANK GT","100575","6/27/2018 12:00:00 AM","6/27/2018 12:00:00 AM","6/27/2018 12:00:00 AM","","Rodrigo.Castaneda","USD","10000000.00000","BOOKTB","Book to Book","CITI4005",""
"1","4410","Inmobiliaria Vistare","Inmobiliaria Vistares","CITIBANK G","CITIBANK GT","CITIBANK GT","100575","6/27/2018 12:00:00 AM","6/27/2018 12:00:00 AM","6/27/2018 12:00:00 AM","","Rodrigo.Castaneda","USD","10000000.00000","BOOKTB","Book to Book","CITI4005",""
"1","4410","Inmobiliaria Vistare","Inmobiliaria Vistares","CITIBANK G","CITIBANK GT","CITIBANK GT","100575","6/27/2018 12:00:00 AM","6/27/2018 12:00:00 AM","6/27/2018 12:00:00 AM","","Rodrigo.Castaneda","USD","10000000.00000","BOOKTB","Book to Book","CITI4005",""
"1","4410","Inmobiliaria Vistare","Inmobiliaria Vistares","CITIBANK G","CITIBANK GT","CITIBANK GT","100575","6/27/2018 12:00:00 AM","6/27/2018 12:00:00 AM","6/27/2018 12:00:00 AM","","Rodrigo.Castaneda","USD","10000000.00000","BOOKTB","Book to Book","CITI4005",""
